"task_id","simulation_seed","observed_data_md5","comparison","model_a","model_b","RMSE_model_a","RMSE_model_b","paired_RMSE_difference_model_a_minus_model_b","winner_lower_RMSE"
118,1118,"4fe04592b1bd1b0073226474bda79a17","B-spline vs Constant-B","bspline_B","constant_B",0.84722101341627,1.20178200566805,-0.354560992251778,"bspline_B"
119,1119,"53a63bcc974e882529742ef97a8b74d5","B-spline vs Constant-B","bspline_B","constant_B",0.498257877764553,1.14321106718324,-0.644953189418687,"bspline_B"
120,1120,"4d64fbb86d0c71298cfafd74891b1601","B-spline vs Constant-B","bspline_B","constant_B",0.578606927669008,1.00838604438377,-0.429779116714763,"bspline_B"
121,1121,"fc119966f9fa86c9beb582f612bc73ec","B-spline vs Constant-B","bspline_B","constant_B",0.498143733139809,1.17326160575934,-0.675117872619531,"bspline_B"
122,1122,"2de2afe17b444c1be6ab135102d2e749","B-spline vs Constant-B","bspline_B","constant_B",1.12196456042378,1.10848058226536,0.0134839781584213,"constant_B"
123,1123,"8b49cbb9e926a62a502c208b4a74393a","B-spline vs Constant-B","bspline_B","constant_B",1.18497771862611,1.3222373506952,-0.137259632069093,"bspline_B"
124,1124,"fee16d34d4badef781de40b823c932b3","B-spline vs Constant-B","bspline_B","constant_B",1.10135011870872,1.30890409559675,-0.207553976888028,"bspline_B"
125,1125,"49b1406d1f09cf7ccfb97517eb1d686b","B-spline vs Constant-B","bspline_B","constant_B",0.737714727160984,1.73534185399189,-0.99762712683091,"bspline_B"
126,1126,"89c12c0c7af03e2dcd492d20daed2fb8","B-spline vs Constant-B","bspline_B","constant_B",0.666984674507534,1.08329749053486,-0.416312816027326,"bspline_B"
127,1127,"d6cf87e625366c1649bd82f3bda75a50","B-spline vs Constant-B","bspline_B","constant_B",0.723570985507802,1.02063939790524,-0.297068412397434,"bspline_B"
128,1128,"e7c98f0c8ff03fc89b23b860ab6e055c","B-spline vs Constant-B","bspline_B","constant_B",0.659370368872161,1.00251499283979,-0.34314462396763,"bspline_B"
129,1129,"89bab4fa545504e51f4b5b765fa2b9ae","B-spline vs Constant-B","bspline_B","constant_B",0.782729075001657,1.11121752995778,-0.328488454956119,"bspline_B"
130,1130,"bf14545e60a11dc820244df794a9bbde","B-spline vs Constant-B","bspline_B","constant_B",0.858713546451346,1.00207320713906,-0.143359660687709,"bspline_B"
131,1131,"f9b4bd3734443873f1d31c98484de516","B-spline vs Constant-B","bspline_B","constant_B",1.01574139987433,1.11192209820381,-0.09618069832948,"bspline_B"
132,1132,"b571595faf7cf9bf9fb646335e089636","B-spline vs Constant-B","bspline_B","constant_B",1.13329635708622,1.00005786710652,0.133238489979703,"constant_B"
133,1133,"0a62c14ca9858effb08a88d2cabe1673","B-spline vs Constant-B","bspline_B","constant_B",0.631215193806784,1.2118471390691,-0.580631945262311,"bspline_B"
134,1134,"6cdb8dae15bac319b768e307416ee6b2","B-spline vs Constant-B","bspline_B","constant_B",1.02887879071969,1.27351635298734,-0.244637562267654,"bspline_B"
135,1135,"f5fbe5bac9e630e09a5f83fdcd75b932","B-spline vs Constant-B","bspline_B","constant_B",0.362175156537963,1.33820914624666,-0.976033989708693,"bspline_B"
136,1136,"75dc159ba49385507004b04106ac29e8","B-spline vs Constant-B","bspline_B","constant_B",0.6443917215764,1.28379615504016,-0.639404433463758,"bspline_B"
137,1137,"25af99e573ba8708856ba71f5d31801d","B-spline vs Constant-B","bspline_B","constant_B",0.655820871327864,1.12586582526643,-0.470044953938564,"bspline_B"
138,1138,"24ce0d2a3efbc542f5ad5931cbdb79aa","B-spline vs Constant-B","bspline_B","constant_B",0.986235422818853,1.15016148748447,-0.163926064665619,"bspline_B"
139,1139,"392c573a8d8baf810091dbff34258106","B-spline vs Constant-B","bspline_B","constant_B",0.609848758992262,1.34210545579285,-0.732256696800592,"bspline_B"
140,1140,"9af7f4bb9f26f77c38c192936cf0be33","B-spline vs Constant-B","bspline_B","constant_B",0.453449437314983,1.0554383013389,-0.601988864023913,"bspline_B"
141,1141,"bd55561900b24ec7c3c7ac64a514ac02","B-spline vs Constant-B","bspline_B","constant_B",0.446033303017211,1.37131627442552,-0.925282971408308,"bspline_B"
142,1142,"d1a06c9101d2c0ee727ae600038327ba","B-spline vs Constant-B","bspline_B","constant_B",1.13925428353087,1.48974289991898,-0.350488616388101,"bspline_B"
143,1143,"5e8bbd223a147392f54cce5f77c7b52e","B-spline vs Constant-B","bspline_B","constant_B",0.455778287755694,1.07497732735663,-0.619199039600938,"bspline_B"
144,1144,"a7c2af9704a9238a0ba07d099939a75d","B-spline vs Constant-B","bspline_B","constant_B",0.557261709983502,1.01973957402922,-0.462477864045719,"bspline_B"
145,1145,"2db60151e6a71b77be25757b07f7d413","B-spline vs Constant-B","bspline_B","constant_B",1.08616114339162,1.15254939852563,-0.0663882551340005,"bspline_B"
146,1146,"11b683568a8c7109187e0d518ad44753","B-spline vs Constant-B","bspline_B","constant_B",0.946338437142549,1.20254439858132,-0.256205961438775,"bspline_B"
147,1147,"39e27a57bdf2c1c57e6c23b743348818","B-spline vs Constant-B","bspline_B","constant_B",0.510383124439662,1.12303738640522,-0.612654261965563,"bspline_B"
148,1148,"08f76d2a0f0fd7c0c65c77a4e3db66f5","B-spline vs Constant-B","bspline_B","constant_B",0.804623852080883,1.23755394123042,-0.432930089149537,"bspline_B"
149,1149,"73fb1389d38e28b1daab2d44d648d7dc","B-spline vs Constant-B","bspline_B","constant_B",1.27122783029159,1.00106391224294,0.270163918048652,"constant_B"
150,1150,"4538cec1dfd416909e103d8882091c24","B-spline vs Constant-B","bspline_B","constant_B",0.522152202589962,1.07779514042482,-0.555642937834863,"bspline_B"
151,1151,"c30a72bbd9994edc5a6a1c2aed4242b1","B-spline vs Constant-B","bspline_B","constant_B",0.59495799155972,1.03970667244019,-0.444748680880469,"bspline_B"
152,1152,"6a9c86481f4a2482e1b37d74f117071e","B-spline vs Constant-B","bspline_B","constant_B",1.12741940049558,1.77678506825905,-0.649365667763463,"bspline_B"
153,1153,"442e0ebc852ae02e3200593355a37960","B-spline vs Constant-B","bspline_B","constant_B",1.06253887862466,1.19188221600525,-0.129343337380588,"bspline_B"
154,1154,"64361962d8cd28975836ca41ffba829e","B-spline vs Constant-B","bspline_B","constant_B",0.445981377698518,1.31759913088232,-0.871617753183799,"bspline_B"
155,1155,"af7b6609489cc20efa3782fad07fa0d9","B-spline vs Constant-B","bspline_B","constant_B",0.705005170681012,1.31692440224223,-0.611919231561222,"bspline_B"
156,1156,"9d0dfa99ebb269242e3d64e8a5fe517c","B-spline vs Constant-B","bspline_B","constant_B",0.632515072053506,1.00649270316279,-0.373977631109282,"bspline_B"
157,1157,"66c6e6745a642b2c128f396464ab9c36","B-spline vs Constant-B","bspline_B","constant_B",0.485860205616512,1.18220470207479,-0.696344496458276,"bspline_B"
158,1158,"8f8136ef754c0743bae4dd275c47bf9b","B-spline vs Constant-B","bspline_B","constant_B",0.603032641475707,1.10567199656538,-0.502639355089673,"bspline_B"
159,1159,"6eeed27f9e2c16bae4fa14c32548d476","B-spline vs Constant-B","bspline_B","constant_B",0.536173327460827,1.13706291943242,-0.600889591971594,"bspline_B"
160,1160,"6fc5bd4defacec08d522e9606a883766","B-spline vs Constant-B","bspline_B","constant_B",0.54678892541381,1.14444246815078,-0.597653542736969,"bspline_B"
161,1161,"a357237d620a342d728f96dc8aac5757","B-spline vs Constant-B","bspline_B","constant_B",0.394426986693377,1.120041844732,-0.725614858038621,"bspline_B"
162,1162,"4cc160a48b020eb4685997894bf01baf","B-spline vs Constant-B","bspline_B","constant_B",0.470930716994085,1.15154756688517,-0.680616849891089,"bspline_B"
163,1163,"e67c4eaea4e2842baa2a758c4beb2e82","B-spline vs Constant-B","bspline_B","constant_B",0.874400069720481,1.31600445148405,-0.441604381763567,"bspline_B"
164,1164,"d690f07a51a75e813d73e446e77eb394","B-spline vs Constant-B","bspline_B","constant_B",0.580207279510347,1.05854149615347,-0.478334216643118,"bspline_B"
165,1165,"50366235ff21bfd0a4d01f895b905c92","B-spline vs Constant-B","bspline_B","constant_B",0.457053700143238,1.03086003504295,-0.57380633489971,"bspline_B"
166,1166,"495d59eeef0b219751064d03c686254d","B-spline vs Constant-B","bspline_B","constant_B",0.596210454205871,1.12392507729614,-0.527714623090269,"bspline_B"
167,1167,"b8bc66b5036c4f6bd977937ad6e2a29d","B-spline vs Constant-B","bspline_B","constant_B",0.983240029539125,1.24580819762154,-0.262568168082416,"bspline_B"
168,1168,"d65d84681677642681932395599566ad","B-spline vs Constant-B","bspline_B","constant_B",0.564557401947894,1.07769612409568,-0.513138722147785,"bspline_B"
169,1169,"4b517b06b20afe2ab6f16f327d16edef","B-spline vs Constant-B","bspline_B","constant_B",0.863036114930434,1.0316664416564,-0.168630326725964,"bspline_B"
170,1170,"f32af8f5828cad3f276263ef3b9502fb","B-spline vs Constant-B","bspline_B","constant_B",0.766310320728194,1.00034195298453,-0.23403163225634,"bspline_B"
171,1171,"2ec9a3cf6058379814f756d7b9f93ea9","B-spline vs Constant-B","bspline_B","constant_B",1.03936244475779,1.12441687902677,-0.0850544342689841,"bspline_B"
172,1172,"68d41d2891a14e960534c955889a715f","B-spline vs Constant-B","bspline_B","constant_B",1.06021493236102,1.15037522115023,-0.0901602887892079,"bspline_B"
173,1173,"b998c1e8401789afff3d7d34e1be5997","B-spline vs Constant-B","bspline_B","constant_B",0.479876784206109,1.15720816691452,-0.677331382708412,"bspline_B"
174,1174,"7a6ced56beec68835d7a03f46b6af6e8","B-spline vs Constant-B","bspline_B","constant_B",0.423413326635608,1.06043009137775,-0.637016764742143,"bspline_B"
175,1175,"2744bfdd13475fbe6815e8986de922fa","B-spline vs Constant-B","bspline_B","constant_B",0.493616822553128,1.11378707085336,-0.620170248300228,"bspline_B"
176,1176,"c141df7878a0d44e38a58170b4492543","B-spline vs Constant-B","bspline_B","constant_B",0.442573263696639,1.02051099442982,-0.57793773073318,"bspline_B"
177,1177,"c17f97d975a2e6794ea31e8367d83e40","B-spline vs Constant-B","bspline_B","constant_B",1.20438265548033,1.39801319912826,-0.193630543647924,"bspline_B"
178,1178,"4f3cc0d975b486260ecd02e9ed831df5","B-spline vs Constant-B","bspline_B","constant_B",0.480268212164484,1.06019905807818,-0.579930845913693,"bspline_B"
179,1179,"6d4a044da028c76d3fafc003136384eb","B-spline vs Constant-B","bspline_B","constant_B",0.680168591672726,1.19716169784187,-0.51699310616914,"bspline_B"
180,1180,"ff3b24bb3a95e7b5178276b17e2c0dad","B-spline vs Constant-B","bspline_B","constant_B",0.391016667869622,1.14688354852131,-0.755866880651686,"bspline_B"
181,1181,"80dfab2294dc854a8695d1c1ce6265d9","B-spline vs Constant-B","bspline_B","constant_B",0.469870954938521,1.12190210057397,-0.652031145635452,"bspline_B"
182,1182,"941f9c48ec56eb19b25786187b006f10","B-spline vs Constant-B","bspline_B","constant_B",0.551831574275006,1.32373398227016,-0.771902407995151,"bspline_B"
183,1183,"2dc5d7e9b3e15c740d490d788211573a","B-spline vs Constant-B","bspline_B","constant_B",1.05695164376967,1.02616636301639,0.0307852807532782,"constant_B"
184,1184,"77c6e00a79e8c3b3df80e1c4b0ff8023","B-spline vs Constant-B","bspline_B","constant_B",0.599736999797968,1.09176950602747,-0.492032506229499,"bspline_B"
185,1185,"52e3986fb55b179cf59e4540a86a982d","B-spline vs Constant-B","bspline_B","constant_B",0.640168216288703,1.00000072369249,-0.359832507403783,"bspline_B"
186,1186,"ccc0636a72fb6ba022578cc100c8cb7c","B-spline vs Constant-B","bspline_B","constant_B",0.716941596778434,1.11843839801118,-0.401496801232748,"bspline_B"
187,1187,"7409506000aab5f15ec58cc3dd3fb72e","B-spline vs Constant-B","bspline_B","constant_B",0.638762185070821,1.40656310052034,-0.767800915449519,"bspline_B"
188,1188,"0e1b1e567b5a85241d50f71772de9be1","B-spline vs Constant-B","bspline_B","constant_B",0.604870313602103,1.05880411662324,-0.453933803021135,"bspline_B"
189,1189,"02453cd2773e7494e1a4738ba6f3c7a1","B-spline vs Constant-B","bspline_B","constant_B",1.00124962569005,1.03855605617057,-0.0373064304805191,"bspline_B"
190,1190,"e11e338409fdbfff7af641a286a93437","B-spline vs Constant-B","bspline_B","constant_B",0.439864270784712,1.11602541205845,-0.676161141273738,"bspline_B"
191,1191,"88ccda7d997701880c9d0c636b220b1e","B-spline vs Constant-B","bspline_B","constant_B",0.65712432628122,1.1043212308477,-0.447196904566477,"bspline_B"
192,1192,"9a5e00955ca9971800073dd3e4c28ad7","B-spline vs Constant-B","bspline_B","constant_B",0.499893030125579,1.03566364021321,-0.535770610087632,"bspline_B"
193,1193,"50b5e6cbc49ffa79634e56edd10b8bf0","B-spline vs Constant-B","bspline_B","constant_B",0.628128424052912,1.26816401257614,-0.640035588523223,"bspline_B"
194,1194,"1f0b118441ef88f9f7e1c86a5d22c593","B-spline vs Constant-B","bspline_B","constant_B",0.443047383429618,1.04960856798078,-0.606561184551162,"bspline_B"
195,1195,"4b29886fa0376b89caa9cc697a80dc98","B-spline vs Constant-B","bspline_B","constant_B",0.766073883691562,1.09871505570462,-0.33264117201306,"bspline_B"
196,1196,"4a7772e1b5862480e3537a3124e41c07","B-spline vs Constant-B","bspline_B","constant_B",0.596489515087907,1.00032612669932,-0.403836611611411,"bspline_B"
197,1197,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","B-spline vs Constant-B","bspline_B","constant_B",0.482690848373955,1.02158355398816,-0.538892705614208,"bspline_B"
198,1198,"9cf5a39df21d5a234b9a57056ebe1360","B-spline vs Constant-B","bspline_B","constant_B",0.505048465126192,1.05415176505339,-0.549103299927202,"bspline_B"
199,1199,"f24eafb51b8268645a90a1a9cbcc2a5c","B-spline vs Constant-B","bspline_B","constant_B",0.680207327884574,1.29517370294744,-0.61496637506287,"bspline_B"
200,1200,"2276182a83b89b4d2f8bfc96d14895ca","B-spline vs Constant-B","bspline_B","constant_B",0.372517234265038,1.20309544800268,-0.830578213737639,"bspline_B"
1,1001,"64a1b5c02bdecc100b37ee56029391d3","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.929834244740473,0.446445438892575,0.483388805847898,"gamma_noise"
2,1002,"e4e6b4250fb680a6bc44a4c1f239d72e","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.834258072545657,0.503711290962591,0.330546781583065,"gamma_noise"
3,1003,"18b73531d17fff4bf85fd3b8b65c91d6","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.0000662252062,0.796203869618493,0.203862355587709,"gamma_noise"
4,1004,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.377470266137872,0.496072501493128,-0.118602235355255,"bspline_B"
5,1005,"cb7e05dbf4c135d548daa37faf8888a1","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.943568699163366,0.514551022497726,0.42901767666564,"gamma_noise"
6,1006,"83a6fae95545d773b4ac09416fd8a73d","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.575684318482322,0.519767496432994,0.0559168220493286,"gamma_noise"
7,1007,"c23f10d0daa427c993e4ece1079ed751","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.532844022678182,0.559375472434996,-0.026531449756814,"bspline_B"
8,1008,"a0af209d0cf0d730b8b3834e0360ae95","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.803356065330406,0.461882583732733,0.341473481597673,"gamma_noise"
9,1009,"51101219b554b4802624e043f09d6160","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.410432245673638,0.445147297377621,-0.0347150517039829,"bspline_B"
10,1010,"3658851b68a2ae24c2e8e9838200e49c","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.614896180492321,0.572252608916469,0.0426435715758519,"gamma_noise"
11,1011,"b0091463d341b4712ff6e9dd82a58abf","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.527873398540538,0.531107682729061,-0.00323428418852323,"bspline_B"
12,1012,"05f564b562cd69afde749fbba393d734","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.802785646624955,0.713599287832235,0.0891863587927206,"gamma_noise"
13,1013,"628dd9f33d5358ee7d358fcbbb9e1ec7","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.902287179202874,0.559603876465535,0.34268330273734,"gamma_noise"
14,1014,"3ee86b29e7e61ffc7287cc8f5b47aeca","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.540086887563978,0.512179323067783,0.027907564496195,"gamma_noise"
15,1015,"ae056eafb87645cec401ccb46346269b","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.395823426903595,0.450145708580383,-0.0543222816767874,"bspline_B"
16,1016,"a714e996eac59ec21285ac81b9fb5223","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.647313174288445,0.467000738955445,0.180312435333001,"gamma_noise"
17,1017,"c1dff99001cdd2a71a8c5de229779c6a","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.593069429034953,0.575456359184263,0.0176130698506903,"gamma_noise"
18,1018,"b6d242ccc65d51d758e56f6a2b2246d6","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.805838146275775,0.508591214698462,0.297246931577314,"gamma_noise"
19,1019,"13d489a8a65aa7a169791da7e2e871a6","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.18668576905795,0.578880075330336,0.607805693727612,"gamma_noise"
20,1020,"714f6bb12c5d63009433470452ca002b","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.423893296139387,0.438362316242723,-0.0144690201033353,"bspline_B"
21,1021,"c46a7b2a22c4a8bed8a3c2537dbc0243","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.698622608980585,0.450169216292898,0.248453392687687,"gamma_noise"
22,1022,"37fb1b826b530c406841fb3dc0dd2a19","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.808658513506233,0.345185481779092,0.463473031727141,"gamma_noise"
23,1023,"5391b651cef3ef3752fc04bfb4f6d8ab","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.994734571212209,0.526512309443645,0.468222261768564,"gamma_noise"
24,1024,"f17101a77a91a5858651ca092461a15e","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.463169037053852,0.400173492260042,0.0629955447938101,"gamma_noise"
25,1025,"5bffd9597ff51651a7b3c018b0060e43","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.09412938058843,0.472594656520946,0.621534724067484,"gamma_noise"
26,1026,"7d638818fac5c183766d7bd337251990","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.903764583025082,0.368116812292973,0.535647770732109,"gamma_noise"
27,1027,"febf6d542123ef85142ab3d7c88fd4f9","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.441940607754528,0.372908239264794,0.0690323684897339,"gamma_noise"
28,1028,"fa30cb31cb12a8463966a31a9ac1f66d","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.69695685659172,0.542247112266858,0.154709744324862,"gamma_noise"
29,1029,"f88e4728f80479179227d46e3ae73be8","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.643267244101745,0.689606278498476,-0.0463390343967307,"bspline_B"
30,1030,"6d8fcd9da06daac4afecfcdf2af73043","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.570459404836486,0.548576377123615,0.0218830277128713,"gamma_noise"
31,1031,"1f4f623a1599fc68865ccca5c8e38092","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.25541453737699,0.92799231537013,0.32742222200686,"gamma_noise"
32,1032,"8b18f38744449f8e8c5016a5c62a9db0","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.551112252516813,0.456239997921697,0.0948722545951163,"gamma_noise"
33,1033,"1c656b251cec47b7f90e7590d6f84c85","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.477024672572168,0.532609763804385,-0.0555850912322163,"bspline_B"
34,1034,"6295649cce30d443915163e1f486574c","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.598283753521417,0.337594347546079,0.260689405975338,"gamma_noise"
35,1035,"05c8b3ee0cc2e85807ddffab0af38be8","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.64680874585433,0.530794423084917,0.116014322769413,"gamma_noise"
36,1036,"12e163742e3ae8e7eef3194a703ebcdb","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.44746881222564,0.457534498414689,-0.0100656861890486,"bspline_B"
37,1037,"129fa3be8b0ee7a384bf1d0e5525258e","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.13501526765217,0.77198847617052,0.363026791481654,"gamma_noise"
38,1038,"2cb84ae4bd553be0419d1e71639da95a","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.852270175637901,0.773180864393045,0.0790893112448555,"gamma_noise"
39,1039,"42f80019227937c2a1292d80471ad885","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.499040838590139,0.507935276561891,-0.00889443797175199,"bspline_B"
40,1040,"ab1d08dee64fd498a66e009327aa8634","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.498925133082067,0.380295892849335,0.118629240232732,"gamma_noise"
41,1041,"287dedf1d0604d7339bf2699355ae974","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.584314529362966,0.726276925450352,-0.141962396087385,"bspline_B"
42,1042,"a0f4bf165f246f2d852e7cb15677c6d0","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.587534620577002,0.510653016716722,0.0768816038602804,"gamma_noise"
43,1043,"98bd9bf2f837f4d00af88dbb60b77b5c","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.4676631171082,0.518002605843501,-0.0503394887353008,"bspline_B"
44,1044,"7fc16f6007b4caa0fad7b388de798f61","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.418663355283318,0.392295354996593,0.0263680002867251,"gamma_noise"
45,1045,"ea38700766ed00739f841a67050a1f0f","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.493274007962229,0.450760214299376,0.0425137936628526,"gamma_noise"
46,1046,"9df354b439dcb34c0723dc7a22427817","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.39695603827873,0.535747139219747,-0.138791100941017,"bspline_B"
47,1047,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.680982589143804,0.459466055825722,0.221516533318083,"gamma_noise"
48,1048,"e149dfe63fefba3d9450d8ebe55e2be8","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.01994991405395,0.396536693273822,0.623413220780133,"gamma_noise"
49,1049,"c24fd9ec2467b6f39b42b31426dcbff7","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.12355821425062,0.61935917386779,0.504199040382834,"gamma_noise"
50,1050,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.598691867441063,0.551514077232048,0.0471777902090147,"gamma_noise"
51,1051,"900920f25b406cb0530e847b193e6c9b","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.456968951118989,0.408447571620159,0.0485213794988303,"gamma_noise"
52,1052,"94c869cc26cd44cd9de1033132a41b1b","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.934065379794343,0.668504255737662,0.26556112405668,"gamma_noise"
53,1053,"21c503be1bfd17d135902892b999365f","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.560760437878125,0.549722086181775,0.01103835169635,"gamma_noise"
54,1054,"bb6ab35a8708f3f23940941298b79dbc","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.859239187258794,0.505762481352082,0.353476705906712,"gamma_noise"
55,1055,"7481513b9e19d7a30b033ad1490d6f16","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.678345437036855,0.574529486798016,0.10381595023884,"gamma_noise"
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.07155308439986,0.432124146620329,0.63942893777953,"gamma_noise"
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.966397048794122,0.739361100138308,0.227035948655814,"gamma_noise"
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.699951719480707,0.640920982486359,0.0590307369943479,"gamma_noise"
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.421675792575632,0.442633356339491,-0.020957563763859,"bspline_B"
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.416064634981106,0.489931522695275,-0.073866887714169,"bspline_B"
61,1061,"ef64f00e9a05074fb3305ee8fb186803","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.430863393950449,0.4536693173471,-0.0228059233966506,"bspline_B"
62,1062,"a04acf843bb2ea72629f7c891c0bc0d1","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.655904687739719,0.464524088546385,0.191380599193334,"gamma_noise"
63,1063,"0b8692e4c4282eea08c84c3a7521bdca","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.691519574632626,0.351543249970901,0.339976324661725,"gamma_noise"
64,1064,"65224e6e0078d6ba21ee5d2bd4a6c743","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.606118435609415,0.456589586717898,0.149528848891518,"gamma_noise"
65,1065,"d23c93587fac0bd4c1fffe812bf746e2","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.910485932401506,0.412647553143853,0.497838379257654,"gamma_noise"
66,1066,"b503c7aa16489912e1de4bcf79bdc277","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.629262537514711,0.465511144792515,0.163751392722196,"gamma_noise"
67,1067,"a64edf122ea9288d9cc5843d572b4219","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.10253755594846,0.410016583928588,0.692520972019873,"gamma_noise"
68,1068,"e2dc17973047d198b1f70625999d7313","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.06652893536034,0.4877177363771,0.578811198983237,"gamma_noise"
69,1069,"8e4ff1513256eaffe3731b1dbc82ec29","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.993899796535159,0.927286532968628,0.0666132635665316,"gamma_noise"
70,1070,"3f39c2020f727aeaa01ef9ba099939bb","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.491844541463838,0.454288168943962,0.0375563725198758,"gamma_noise"
71,1071,"f8a2941f2630be877dd64b0b25a3e9dd","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.35568659186861,0.392665645302321,-0.0369790534337113,"bspline_B"
72,1072,"4ef60d1f950055935545ba4d8849c6a4","B-spline vs Gamma-noise","bspline_B","gamma_noise",1.10275027374844,0.446868236033895,0.655882037714542,"gamma_noise"
73,1073,"23ed6d0e534e19ffc952e0a9519e96fd","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.571586346441638,0.363548263454072,0.208038082987566,"gamma_noise"
74,1074,"44fe946085f2400c80cee533d6231e9a","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.519754602031797,0.461164759035353,0.0585898429964433,"gamma_noise"
75,1075,"0d820f5ccbfe13549eea216ee2513074","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.661649976097585,0.524447811116842,0.137202164980743,"gamma_noise"
76,1076,"91d5e8bc67046e3d44e7a47924bb3404","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.452881459999999,0.499901478726225,-0.0470200187262261,"bspline_B"
77,1077,"4fe16663f3cfd5b374d35dd29d9cdca8","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.708880667440836,0.352344929384121,0.356535738056715,"gamma_noise"
78,1078,"83a908c8ed5455b6c9ef246884162afc","B-spline vs Gamma-noise","bspline_B","gamma_noise",0.64661349825859,0.606629590697523,0.039983907561067,"gamma_noise"
